Barcode;yaaY;ybiJ;yfaQ;yibN;yijD
ESC_WA8880AA_AS;1;1;1;1;1
ESC_WA8882AA_AS;1;1;1;1;1
ESC_WA8883AA_AS;1;1;1;1;1
ESC_WA8884AA_AS;1;1;1;1;1
ESC_WA8885AA_AS;1;1;1;1;1
ESC_WA8886AA_AS;1;1;1;1;1
ESC_WA8887AA_AS;1;1;1;1;1
ESC_WA8888AA_AS;1;1;1;1;1
ESC_WA8896AA_AS;1;1;1;1;1
ESC_WA8911AA_AS;1;1;1;1;1
ESC_WA8912AA_AS;1;1;1;1;1
ESC_WA8913AA_AS;1;1;1;1;1
ESC_WA8914AA_AS;1;1;1;1;1
ESC_WA8915AA_AS;1;1;1;1;1
ESC_WA8916AA_AS;1;1;1;1;1
ESC_WA8917AA_AS;1;1;1;1;1
ESC_WA8918AA_AS;1;1;1;1;1
ESC_WA8919AA_AS;1;1;1;1;1
ESC_WA8920AA_AS;1;1;1;1;1
ESC_WA8921AA_AS;1;1;1;1;1
ESC_WA8922AA_AS;1;1;1;1;1
ESC_WA8927AA_AS;1;1;1;1;1
ESC_WA8936AA_AS;1;1;1;1;1
ESC_WA8937AA_AS;1;1;1;1;1
ESC_WA8950AA_AS;1;1;1;1;1
ESC_WA8951AA_AS;1;1;1;1;1
ESC_WA8952AA_AS;1;1;1;1;1
ESC_WA8953AA_AS;1;1;1;1;1
ESC_WA8954AA_AS;1;1;1;1;1
ESC_WA8955AA_AS;1;1;1;1;1
ESC_WA8956AA_AS;1;1;1;1;1
ESC_WA8957AA_AS;1;1;1;1;1
ESC_WA8958AA_AS;1;1;1;1;1
ESC_WA8960AA_AS;1;1;1;1;1
ESC_WA8971AA_AS;1;1;1;1;1
ESC_WA8972AA_AS;1;1;1;1;1
ESC_WA8973AA_AS;1;1;1;1;1
ESC_WA8974AA_AS;1;1;1;1;1
ESC_WA8975AA_AS;1;1;1;1;1
ESC_WA8978AA_AS;1;1;1;1;1
ESC_WA8979AA_AS;1;1;1;1;1
ESC_WA8980AA_AS;1;1;1;1;1
ESC_WA8981AA_AS;1;1;1;1;1
ESC_WA8983AA_AS;1;1;1;1;1
ESC_WA8989AA_AS;1;1;1;1;1
ESC_WA8990AA_AS;1;1;1;1;1
ESC_WA8996AA_AS;1;1;1;1;1
ESC_WA8997AA_AS;1;1;1;1;1
ESC_WA8998AA_AS;1;1;1;1;1
ESC_WA9001AA_AS;1;1;1;1;1
ESC_WA9002AA_AS;1;1;1;1;1
ESC_WA9003AA_AS;1;1;1;1;1
ESC_WA9004AA_AS;1;1;1;1;1
ESC_WA9005AA_AS;1;1;1;1;1
ESC_WA9006AA_AS;1;1;1;1;1
ESC_WA9007AA_AS;1;1;1;1;1
ESC_WA9008AA_AS;1;1;1;1;1
ESC_WA9009AA_AS;1;1;1;1;1
ESC_WA9011AA_AS;1;1;1;1;1
ESC_WA9012AA_AS;1;1;1;1;1
ESC_WA9013AA_AS;1;1;1;1;1
ESC_WA9014AA_AS;1;1;1;1;1
ESC_WA9016AA_AS;1;1;1;1;1
ESC_WA9018AA_AS;1;1;1;1;1
ESC_WA9020AA_AS;1;1;1;1;1
ESC_WA9021AA_AS;1;1;1;1;1
ESC_WA9022AA_AS;1;1;1;1;1
ESC_WA9023AA_AS;1;1;1;1;1
ESC_WA9025AA_AS;1;1;1;1;1
ESC_WA9027AA_AS;1;1;1;1;1
ESC_WA9030AA_AS;1;1;1;1;1
ESC_WA9033AA_AS;1;1;1;1;1
ESC_WA9046AA_AS;1;1;1;1;1
ESC_WA9047AA_AS;1;1;1;1;1
ESC_WA9048AA_AS;1;1;1;1;1
ESC_WA9049AA_AS;1;1;1;1;1
ESC_WA9050AA_AS;1;1;1;1;1
ESC_WA9051AA_AS;1;1;1;1;1
ESC_WA9052AA_AS;1;1;1;1;1
ESC_WA9053AA_AS;1;1;1;1;1
ESC_WA9054AA_AS;1;1;1;1;1
ESC_WA9055AA_AS;1;1;1;1;1
ESC_WA9056AA_AS;1;1;1;1;1
ESC_WA9057AA_AS;1;1;1;1;1
ESC_WA9058AA_AS;1;1;1;1;1
ESC_WA9059AA_AS;1;1;1;1;1
ESC_WA9060AA_AS;1;1;1;1;1
ESC_WA9061AA_AS;1;1;1;1;1
ESC_WA9062AA_AS;1;1;1;1;1
ESC_WA9063AA_AS;1;1;1;1;1
ESC_WA9064AA_AS;1;1;1;1;1
ESC_WA9065AA_AS;1;1;1;1;1
ESC_WA9066AA_AS;1;1;1;1;1
ESC_WA9067AA_AS;1;1;1;1;1
ESC_WA9068AA_AS;1;1;1;1;1
ESC_WA9069AA_AS;1;1;1;1;1
ESC_WA9070AA_AS;1;1;1;1;1
ESC_WA9071AA_AS;1;1;1;1;1
ESC_WA9072AA_AS;1;1;1;1;1
ESC_WA9073AA_AS;1;1;1;1;1
ESC_WA9074AA_AS;1;1;1;1;1
ESC_WA9075AA_AS;1;1;1;1;1
ESC_WA9076AA_AS;1;1;1;1;1
ESC_WA9077AA_AS;1;1;1;1;1
ESC_WA9078AA_AS;1;1;1;1;1
ESC_WA9079AA_AS;1;1;1;1;1
ESC_WA9080AA_AS;1;1;1;1;1
ESC_WA9081AA_AS;1;1;1;1;1
ESC_WA9082AA_AS;1;1;1;1;1
ESC_WA9083AA_AS;1;1;1;1;1
ESC_WA9084AA_AS;1;1;1;1;1
ESC_WA9085AA_AS;1;1;1;1;1
ESC_WA9086AA_AS;1;1;1;1;1
ESC_WA9087AA_AS;1;1;1;1;1
ESC_WA9088AA_AS;1;1;1;1;1
ESC_WA9089AA_AS;1;1;1;1;1
ESC_WA9090AA_AS;1;1;1;1;1
ESC_WA9091AA_AS;1;1;1;1;1
ESC_WA9092AA_AS;1;1;1;1;1
ESC_WA9093AA_AS;1;1;1;1;1
ESC_WA9095AA_AS;1;1;1;1;1
ESC_WA9098AA_AS;1;1;1;1;1
ESC_WA9099AA_AS;1;1;1;1;1
ESC_WA9100AA_AS;1;1;1;1;1
ESC_WA9102AA_AS;1;1;1;1;1
ESC_WA9103AA_AS;1;1;1;1;1
ESC_WA9104AA_AS;1;1;1;1;1
ESC_WA9105AA_AS;1;1;1;1;1
ESC_WA9106AA_AS;1;1;1;1;1
ESC_WA9107AA_AS;1;1;1;1;1
ESC_WA9109AA_AS;1;1;1;1;1
ESC_WA9111AA_AS;1;1;1;1;1
ESC_WA9114AA_AS;1;1;1;1;1
ESC_WA9115AA_AS;1;1;1;1;1
ESC_WA9116AA_AS;1;1;1;1;1
ESC_WA9117AA_AS;1;1;1;1;1
ESC_WA9118AA_AS;1;1;1;1;1
ESC_WA9119AA_AS;1;1;1;1;1
ESC_WA9120AA_AS;1;1;1;1;1
ESC_WA9121AA_AS;1;1;1;1;1
ESC_WA9123AA_AS;1;1;1;1;1
ESC_WA9124AA_AS;1;1;1;1;1
ESC_WA9125AA_AS;1;1;1;1;1
ESC_WA9126AA_AS;1;1;1;1;1
ESC_WA9127AA_AS;1;1;1;1;1
ESC_WA9128AA_AS;1;1;1;1;1
ESC_WA9129AA_AS;1;1;1;1;1
ESC_WA9131AA_AS;1;1;1;1;1
ESC_WA9132AA_AS;1;1;1;1;1
ESC_WA9133AA_AS;1;1;1;1;1
ESC_WA9134AA_AS;1;1;1;1;1
ESC_WA9135AA_AS;1;1;1;1;1
ESC_WA9136AA_AS;1;1;1;1;1
ESC_WA9137AA_AS;1;1;1;1;1
ESC_WA9138AA_AS;1;1;1;1;1
ESC_WA9139AA_AS;1;1;1;1;1
ESC_WA9142AA_AS;1;1;1;1;1
ESC_WA9143AA_AS;1;1;1;1;1
ESC_WA9145AA_AS;1;1;1;1;1
ESC_WA9146AA_AS;1;1;1;1;1
ESC_WA9147AA_AS;1;1;1;1;1
ESC_WA9148AA_AS;1;1;1;1;1
ESC_WA9149AA_AS;1;1;1;1;1
ESC_WA9150AA_AS;1;1;1;1;1
ESC_WA9151AA_AS;1;1;1;1;1
ESC_WA9152AA_AS;1;1;1;1;1
ESC_WA9153AA_AS;1;1;1;1;1
ESC_WA9154AA_AS;1;1;1;1;1
ESC_WA9155AA_AS;1;1;1;1;1
ESC_WA9158AA_AS;1;1;1;1;1
ESC_WA9159AA_AS;1;1;1;1;1
ESC_WA9160AA_AS;1;1;1;1;1
ESC_WA9161AA_AS;1;1;1;1;1
ESC_WA9162AA_AS;1;1;1;1;1
ESC_WA9163AA_AS;1;1;1;1;1
ESC_WA9164AA_AS;1;1;1;1;1
ESC_WA9165AA_AS;1;1;1;1;1
ESC_WA9166AA_AS;1;1;1;1;1
ESC_WA9168AA_AS;1;1;1;1;1
ESC_WA9170AA_AS;1;1;1;1;1
ESC_WA9171AA_AS;1;1;1;1;1
ESC_WA9172AA_AS;1;1;1;1;1
ESC_WA9173AA_AS;1;1;1;1;1
ESC_WA9174AA_AS;1;1;1;1;1
ESC_WA9175AA_AS;1;1;1;1;1
ESC_WA9177AA_AS;1;1;1;1;1
ESC_WA9178AA_AS;1;1;1;1;1
ESC_WA9179AA_AS;1;1;1;1;1
ESC_WA9180AA_AS;1;1;1;1;1
ESC_WA9181AA_AS;1;1;1;1;1
ESC_WA9182AA_AS;1;1;1;1;1
ESC_WA9208AA_AS;1;1;1;1;1
ESC_WA9210AA_AS;1;1;1;1;1
ESC_WA9211AA_AS;1;1;1;1;1
ESC_WA9212AA_AS;1;1;1;1;1
ESC_WA9213AA_AS;1;1;1;1;1
ESC_WA9246AA_AS;1;1;1;1;1
ESC_WA9247AA_AS;1;1;1;1;1
ESC_WA9248AA_AS;1;1;1;1;1
ESC_WA9249AA_AS;1;1;1;1;1
ESC_WA9250AA_AS;1;1;1;1;1
ESC_WA9255AA_AS;1;1;1;1;1
ESC_WA9256AA_AS;1;1;1;1;1
ESC_WA9262AA_AS;1;1;1;1;1
ESC_WA9266AA_AS;1;1;1;1;1
ESC_WA9267AA_AS;1;1;1;1;1
ESC_WA9268AA_AS;1;1;1;1;1
ESC_WA9269AA_AS;1;1;1;1;1
ESC_WA9270AA_AS;1;1;1;1;1
ESC_WA9271AA_AS;1;1;1;1;1
ESC_WA9274AA_AS;1;1;1;1;1
ESC_WA9275AA_AS;1;1;1;1;1
ESC_WA9278AA_AS;1;1;1;1;1
ESC_WA9280AA_AS;1;1;1;1;1
ESC_WA9283AA_AS;1;1;1;1;1
ESC_WA9303AA_AS;1;1;1;1;1
ESC_WA9304AA_AS;1;1;1;1;1
ESC_WA9306AA_AS;1;1;1;1;1
ESC_WA9307AA_AS;1;1;1;1;1
ESC_WA9309AA_AS;1;1;1;1;1
ESC_WA9310AA_AS;1;1;1;1;1
ESC_WA9311AA_AS;1;1;1;1;1
ESC_WA9312AA_AS;1;1;1;1;1
ESC_WA9313AA_AS;1;1;1;1;1
ESC_WA9324AA_AS;1;1;1;1;1
ESC_WA9325AA_AS;1;1;1;1;1
ESC_WA9326AA_AS;1;1;1;1;1
ESC_WA9328AA_AS;1;1;1;1;1
ESC_WA9329AA_AS;1;1;1;1;1
ESC_WA9330AA_AS;1;1;1;1;1
ESC_WA9335AA_AS;1;1;1;1;1
ESC_WA9338AA_AS;1;1;1;1;1
ESC_WA9339AA_AS;1;1;.;1;1
ESC_WA9340AA_AS;1;1;.;1;1
ESC_WA9342AA_AS;1;1;1;1;1
ESC_WA9344AA_AS;1;1;1;1;1
ESC_WA9347AA_AS;1;1;1;1;1
ESC_WA9348AA_AS;1;1;1;1;1
ESC_WA9349AA_AS;1;1;1;1;1
ESC_WA9350AA_AS;1;1;1;1;1
ESC_WA9355AA_AS;1;1;1;1;1
ESC_WA9356AA_AS;1;1;1;1;1
ESC_WA9360AA_AS;1;1;1;1;1
ESC_WA9365AA_AS;1;1;1;1;1
ESC_WA9388AA_AS;1;1;1;1;1
ESC_WA9389AA_AS;1;1;1;1;1
ESC_WA9392AA_AS;1;1;1;1;1
ESC_WA9394AA_AS;1;1;1;1;1
ESC_WA9400AA_AS;1;1;1;1;1
ESC_WA9403AA_AS;1;1;1;1;1
ESC_WA9405AA_AS;1;1;1;1;1
ESC_WA9418AA_AS;1;1;1;1;1
ESC_WA9420AA_AS;1;1;1;1;1
ESC_WA9421AA_AS;1;1;1;1;1
ESC_WA9422AA_AS;1;1;1;1;1
ESC_WA9423AA_AS;1;1;1;1;1
ESC_WA9424AA_AS;1;1;1;1;1
ESC_WA9425AA_AS;1;1;1;1;1
ESC_WA9426AA_AS;1;1;1;1;1
ESC_WA9427AA_AS;1;1;1;1;1
ESC_WA9428AA_AS;1;1;1;1;1
ESC_WA9429AA_AS;1;1;1;1;1
ESC_WA9430AA_AS;1;1;1;1;1
ESC_WA9434AA_AS;1;1;1;1;1
ESC_WA9435AA_AS;1;1;1;1;1
ESC_WA9436AA_AS;1;1;1;1;1
ESC_WA9437AA_AS;1;1;1;1;1
ESC_WA9452AA_AS;1;1;1;1;1
ESC_WA9465AA_AS;1;1;1;1;1
ESC_WA9466AA_AS;1;1;1;1;1
ESC_WA9467AA_AS;1;1;1;1;1
ESC_WA9511AA_AS;1;1;1;1;1
ESC_WA9512AA_AS;1;1;1;1;1
ESC_WA9514AA_AS;1;1;1;1;1
ESC_WA9517AA_AS;1;1;1;1;1
ESC_WA9518AA_AS;1;1;1;1;1
ESC_WA9519AA_AS;1;1;1;1;1
ESC_WA9520AA_AS;1;1;1;1;1
ESC_WA9521AA_AS;1;1;1;1;1
ESC_WA9522AA_AS;1;1;1;1;1
ESC_WA9578AA_AS;1;1;1;1;1
ESC_WA9585AA_AS;1;1;1;1;1
ESC_WA9587AA_AS;1;1;1;1;1
ESC_WA9589AA_AS;1;1;1;1;1
ESC_WA9590AA_AS;1;1;1;1;1
ESC_WA9591AA_AS;1;1;1;1;1
ESC_WA9592AA_AS;1;1;1;1;1
ESC_WA9593AA_AS;1;1;1;1;1
ESC_WA9594AA_AS;1;1;1;1;1
ESC_WA9595AA_AS;1;1;1;1;1
ESC_WA9596AA_AS;1;1;1;1;1
ESC_WA9598AA_AS;1;1;1;1;1
ESC_WA9599AA_AS;1;1;1;1;1
ESC_WA9600AA_AS;1;1;1;1;1
ESC_WA9601AA_AS;1;1;1;1;1
ESC_WA9602AA_AS;1;1;.;1;1
ESC_WA9603AA_AS;1;1;1;1;1
ESC_WA9605AA_AS;1;1;1;1;1
ESC_WA9606AA_AS;1;1;1;1;1
ESC_WA9607AA_AS;1;1;1;1;1
ESC_WA9608AA_AS;1;1;1;1;1
ESC_WA9609AA_AS;1;1;1;1;1
ESC_WA9610AA_AS;1;1;1;1;1
ESC_WA9611AA_AS;1;1;1;1;1
ESC_WA9612AA_AS;1;1;1;1;1
ESC_WA9613AA_AS;1;1;1;1;1
ESC_WA9614AA_AS;1;1;1;1;1
ESC_WA9615AA_AS;1;1;1;1;1
ESC_WA9616AA_AS;1;1;1;1;1
ESC_WA9617AA_AS;1;1;1;1;1
ESC_WA9618AA_AS;1;1;1;1;1
ESC_WA9619AA_AS;1;1;1;1;1
ESC_WA9620AA_AS;1;1;1;1;1
ESC_WA9621AA_AS;1;1;1;1;1
ESC_WA9622AA_AS;1;1;1;1;1
ESC_WA9623AA_AS;1;1;1;1;1
ESC_WA9624AA_AS;1;1;1;1;1
ESC_WA9625AA_AS;1;1;1;1;1
ESC_WA9626AA_AS;1;1;1;1;1
ESC_WA9627AA_AS;1;1;1;1;1
ESC_WA9632AA_AS;1;1;1;1;1
ESC_WA9633AA_AS;1;1;1;1;1
ESC_WA9634AA_AS;1;1;1;1;1
ESC_WA9635AA_AS;1;1;1;1;1
ESC_WA9636AA_AS;1;1;1;1;1
ESC_WA9637AA_AS;1;1;1;1;1
ESC_WA9638AA_AS;1;1;1;1;1
ESC_WA9639AA_AS;1;1;.;1;1
ESC_WA9641AA_AS;1;1;1;1;1
ESC_WA9642AA_AS;1;1;1;1;1
ESC_WA9643AA_AS;1;1;1;1;1
ESC_WA9644AA_AS;1;1;1;1;1
ESC_WA9649AA_AS;1;1;1;1;1
ESC_WA9650AA_AS;1;1;1;1;1
ESC_WA9651AA_AS;1;1;1;1;1
ESC_WA9676AA_AS;1;1;1;1;1
ESC_WA9677AA_AS;1;1;1;1;1
ESC_WA9678AA_AS;1;1;1;1;1
ESC_WA9679AA_AS;1;1;1;1;1
ESC_WA9680AA_AS;1;1;1;1;1
ESC_WA9682AA_AS;1;1;1;1;1
ESC_WA9712AA_AS;1;1;1;1;1
ESC_WA9713AA_AS;1;1;1;1;1
ESC_WA9719AA_AS;1;1;1;1;1
ESC_WA9720AA_AS;1;1;1;1;1
ESC_WA9721AA_AS;1;1;1;1;1
ESC_WA9722AA_AS;1;1;1;1;1
ESC_WA9723AA_AS;1;1;1;1;1
ESC_WA9760AA_AS;1;1;.;1;1
ESC_WA9775AA_AS;1;1;1;1;1
ESC_WA9776AA_AS;1;1;1;1;1
ESC_WA9777AA_AS;1;1;1;1;1
ESC_WA9778AA_AS;1;1;1;1;1
ESC_WA9779AA_AS;1;1;1;1;1
ESC_WA9780AA_AS;1;1;1;1;1
ESC_WA9781AA_AS;1;1;1;1;1
ESC_WA9783AA_AS;1;1;1;1;1
ESC_WA9784AA_AS;1;1;1;1;1
ESC_WA9785AA_AS;1;1;1;1;1
ESC_WA9786AA_AS;1;1;1;1;1
ESC_WA9787AA_AS;1;1;1;1;1
ESC_WA9788AA_AS;1;1;1;1;1
ESC_WA9789AA_AS;1;1;1;1;1
ESC_WA9790AA_AS;1;1;1;1;1
ESC_WA9791AA_AS;1;1;1;1;1
ESC_WA9813AA_AS;1;1;1;1;1
ESC_WA9815AA_AS;1;1;1;1;1
ESC_WA9816AA_AS;1;1;1;1;1
ESC_WA9817AA_AS;1;1;1;1;1
ESC_WA9825AA_AS;1;1;1;1;1
ESC_WA9833AA_AS;1;1;1;1;1
ESC_WA9860AA_AS;1;1;1;1;1
ESC_WA9861AA_AS;1;1;1;1;1
ESC_WA9862AA_AS;1;1;1;1;1
ESC_WA9863AA_AS;1;1;1;1;1
ESC_WA9864AA_AS;1;1;1;1;1
ESC_WA9865AA_AS;1;1;1;1;1
ESC_WA9866AA_AS;1;1;1;1;1
ESC_WA9867AA_AS;1;1;1;1;1
ESC_WA9868AA_AS;1;1;1;1;1
ESC_WA9869AA_AS;1;1;1;1;1
ESC_WA9870AA_AS;1;1;1;1;1
ESC_WA9871AA_AS;1;1;1;1;1
ESC_WA9872AA_AS;1;1;1;1;1
ESC_WA9873AA_AS;1;1;1;1;1
ESC_WA9874AA_AS;1;1;1;1;1
ESC_WA9875AA_AS;1;1;1;1;1
ESC_WA9876AA_AS;1;1;1;1;1
ESC_WA9877AA_AS;1;1;1;1;1
ESC_WA9878AA_AS;1;1;1;1;1
ESC_WA9879AA_AS;1;1;1;1;1
ESC_WA9880AA_AS;1;1;1;1;1
ESC_WA9986AA_AS;1;1;1;1;1
ESC_WB0026AA_AS;1;1;1;1;1
ESC_WB0036AA_AS;1;1;1;1;1
ESC_WB0037AA_AS;1;1;1;1;1
ESC_WB0038AA_AS;1;1;1;1;1
ESC_WB0046AA_AS;1;1;1;1;1
ESC_WB0047AA_AS;1;1;1;1;1
ESC_WB0048AA_AS;1;1;1;1;1
ESC_WB0049AA_AS;1;1;1;1;1
ESC_WB0050AA_AS;1;1;1;1;1
ESC_WB0052AA_AS;1;1;1;1;1
ESC_WB0053AA_AS;1;1;1;1;1
ESC_WB0054AA_AS;1;1;1;1;1
ESC_WB0055AA_AS;1;1;1;1;1
ESC_WB0056AA_AS;1;1;1;1;1
ESC_WB0057AA_AS;1;1;1;1;1
ESC_WB0072AA_AS;1;1;1;1;1
ESC_WB0076AA_AS;1;1;1;1;1
ESC_WB0077AA_AS;1;1;1;1;1
ESC_WB0078AA_AS;1;1;1;1;1
ESC_WB0080AA_AS;1;1;1;1;1
ESC_WB0088AA_AS;1;1;1;1;1
ESC_WB0090AA_AS;1;1;1;1;1
ESC_WB0092AA_AS;1;1;1;1;1
ESC_WB0093AA_AS;1;1;1;1;1
ESC_WB0094AA_AS;1;1;1;1;1
ESC_WB0095AA_AS;1;1;1;1;1
ESC_WB0097AA_AS;1;1;1;1;1
ESC_WB0098AA_AS;1;1;1;1;1
ESC_WB0099AA_AS;1;1;1;1;1
ESC_WB0100AA_AS;1;1;1;1;1
ESC_WB0101AA_AS;1;1;1;1;1
ESC_WB0102AA_AS;1;1;1;1;1
ESC_WB0103AA_AS;1;1;1;1;1
ESC_WB0104AA_AS;1;1;1;1;1
ESC_WB0105AA_AS;1;1;1;1;1
ESC_WB0106AA_AS;1;1;1;1;1
ESC_WB0107AA_AS;1;1;1;1;1
ESC_WB0108AA_AS;1;1;1;1;1
ESC_WB0115AA_AS;1;1;1;1;1
ESC_WB0116AA_AS;1;1;1;1;1
ESC_WB0117AA_AS;1;1;1;1;1
ESC_WB0118AA_AS;1;1;1;1;1
ESC_WB0119AA_AS;1;1;1;1;1
ESC_WB0120AA_AS;1;1;1;1;1
ESC_WB0121AA_AS;1;1;1;1;1
ESC_WB0124AA_AS;1;1;1;1;1
ESC_WB0125AA_AS;1;1;1;1;1
ESC_WB0126AA_AS;1;1;1;1;1
ESC_WB0127AA_AS;1;1;1;1;.
ESC_WB0128AA_AS;1;1;1;1;1
ESC_WB0129AA_AS;1;1;1;1;1
ESC_WB0130AA_AS;1;1;1;1;1
ESC_WB0131AA_AS;1;1;1;1;1
ESC_WB0132AA_AS;1;1;1;1;1
ESC_WB0133AA_AS;1;1;1;1;1
ESC_WB0134AA_AS;1;1;1;1;1
ESC_WB0135AA_AS;1;1;1;1;1
ESC_WB0136AA_AS;1;1;1;1;1
ESC_WB0137AA_AS;1;1;1;1;1
ESC_WB0138AA_AS;1;1;1;1;1
ESC_WB0139AA_AS;1;1;1;1;1
ESC_WB0140AA_AS;1;1;1;1;1
ESC_WB0141AA_AS;1;1;1;1;1
ESC_WB0142AA_AS;1;1;1;1;1
ESC_WB0143AA_AS;1;1;1;1;1
ESC_WB0152AA_AS;1;1;1;1;1
ESC_WB0153AA_AS;1;1;1;1;1
ESC_WB0154AA_AS;1;1;1;1;1
ESC_WB0155AA_AS;1;1;1;1;1
ESC_WB0156AA_AS;1;1;1;1;1
ESC_WB0163AA_AS;1;1;1;1;1
ESC_WB0164AA_AS;1;1;1;1;1
ESC_WB0177AA_AS;1;1;1;1;1
ESC_WB0178AA_AS;1;1;1;1;1
ESC_WB0180AA_AS;1;1;1;1;1
ESC_WB0181AA_AS;1;1;1;1;1
ESC_WB0182AA_AS;1;1;1;1;1
ESC_WB0183AA_AS;1;1;1;1;1
ESC_WB0184AA_AS;1;1;1;1;1
ESC_WB0185AA_AS;1;1;1;1;1
ESC_WB0186AA_AS;1;1;1;1;1
ESC_WB0198AA_AS;1;1;1;1;1
ESC_WB0199AA_AS;1;1;1;1;1
ESC_WB0201AA_AS;1;1;1;1;1
ESC_WB0203AA_AS;1;1;1;1;1
ESC_WB0204AA_AS;1;1;.;1;1
ESC_WB0205AA_AS;1;1;1;1;1
ESC_WB0206AA_AS;1;1;1;1;1
ESC_WB0207AA_AS;1;1;1;1;1
ESC_WB0208AA_AS;1;1;1;1;1
ESC_WB0209AA_AS;1;1;1;1;1
ESC_WB0210AA_AS;1;1;1;1;1
ESC_WB0211AA_AS;1;1;1;1;1
ESC_WB0212AA_AS;1;1;1;1;1
ESC_WB0213AA_AS;1;1;1;1;1
ESC_WB0214AA_AS;1;1;.;1;1
ESC_WB0215AA_AS;1;1;1;1;1
ESC_WB0216AA_AS;1;1;1;1;1
ESC_WB0217AA_AS;1;1;1;1;1
ESC_WB0218AA_AS;1;1;1;1;1
ESC_WB0219AA_AS;1;1;1;1;1
ESC_WB0220AA_AS;1;1;1;1;1
ESC_WB0221AA_AS;1;1;1;1;1
ESC_WB0222AA_AS;1;1;1;1;1
ESC_WB0223AA_AS;1;1;1;1;1
ESC_WB0224AA_AS;1;1;1;1;1
ESC_WB0225AA_AS;1;1;1;1;1
ESC_WB0226AA_AS;1;1;1;1;1
ESC_WB0227AA_AS;1;1;1;1;1
ESC_WB0228AA_AS;1;1;1;1;1
ESC_WB0229AA_AS;1;1;1;1;1
ESC_WB0230AA_AS;1;1;1;1;1
ESC_WB0231AA_AS;1;1;1;1;1
ESC_WB0232AA_AS;1;1;1;1;1
ESC_WB0234AA_AS;1;1;1;1;1
ESC_WB0235AA_AS;1;1;1;1;1
ESC_WB0236AA_AS;1;1;1;1;1
ESC_WB0237AA_AS;1;1;1;1;1
ESC_WB0259AA_AS;1;1;1;1;1
ESC_WB0261AA_AS;1;1;1;1;1
ESC_WB0265AA_AS;1;1;1;1;1
ESC_WB0266AA_AS;1;1;1;1;1
ESC_WB0267AA_AS;1;1;1;1;1
ESC_WB0268AA_AS;1;1;1;1;1
ESC_WB0269AA_AS;1;1;1;1;1
ESC_WB0270AA_AS;1;1;1;1;1
ESC_WB0271AA_AS;1;1;1;1;1
ESC_WB0272AA_AS;1;1;1;1;1
ESC_WB0279AA_AS;1;1;1;1;1
ESC_WB0284AA_AS;1;1;1;1;1
ESC_WB0285AA_AS;1;1;1;1;1
ESC_WB0286AA_AS;1;1;1;1;1
ESC_WB0287AA_AS;1;1;1;1;1
ESC_WB0288AA_AS;1;1;1;1;1
ESC_WB0290AA_AS;1;1;1;1;1
ESC_WB0291AA_AS;1;1;1;1;1
ESC_WB0292AA_AS;1;1;1;1;1
ESC_WB0293AA_AS;1;1;1;1;1
ESC_WB0294AA_AS;1;1;1;1;1
ESC_WB0295AA_AS;1;1;1;1;1
ESC_WB0296AA_AS;1;1;1;1;1
ESC_WB0297AA_AS;1;1;1;1;1
ESC_WB0298AA_AS;1;1;1;1;1
ESC_WB0299AA_AS;1;1;1;1;1
ESC_WB0300AA_AS;1;1;1;1;1
ESC_WB0301AA_AS;1;1;1;1;1
ESC_WB0302AA_AS;1;1;1;1;1
ESC_WB0303AA_AS;1;1;1;1;1
ESC_WB0304AA_AS;1;1;1;1;1
ESC_WB0305AA_AS;1;1;.;1;1
ESC_WB0306AA_AS;1;1;1;1;1
ESC_WB0307AA_AS;1;1;1;1;1
ESC_WB0308AA_AS;1;1;1;1;1
ESC_WB0309AA_AS;1;1;1;1;1
ESC_WB0310AA_AS;1;1;1;1;1
ESC_WB0311AA_AS;1;1;1;1;1
ESC_WB0312AA_AS;1;1;1;1;1
ESC_WB0361AA_AS;1;1;1;1;1
ESC_WB0362AA_AS;1;1;1;1;1
ESC_WB0364AA_AS;1;1;1;1;1
ESC_WB0365AA_AS;1;1;1;1;1
ESC_WB0366AA_AS;1;1;1;1;1
ESC_WB0367AA_AS;1;1;1;1;1
ESC_WB0368AA_AS;1;1;1;1;1
ESC_WB0372AA_AS;1;1;1;1;1
ESC_WB0373AA_AS;1;1;1;1;1
ESC_WB0374AA_AS;1;1;1;1;1
ESC_WB0375AA_AS;1;1;1;1;1
ESC_WB0376AA_AS;1;1;1;1;1
ESC_WB0377AA_AS;1;1;1;1;1
ESC_WB0379AA_AS;1;1;1;1;1
ESC_WB0380AA_AS;1;1;1;1;1
ESC_WB0381AA_AS;1;1;1;1;1
ESC_WB0382AA_AS;1;1;1;1;1
ESC_WB0383AA_AS;1;1;1;1;1
ESC_WB0384AA_AS;1;1;1;1;1
ESC_WB0385AA_AS;1;1;1;1;1
ESC_WB0386AA_AS;1;1;1;1;1
ESC_WB0387AA_AS;1;1;1;1;1
ESC_WB0388AA_AS;1;1;1;1;1
ESC_WB0389AA_AS;1;1;1;1;1
ESC_WB0390AA_AS;1;1;1;1;1
ESC_WB0391AA_AS;1;1;1;1;1
ESC_WB0392AA_AS;1;1;1;1;1
ESC_WB0395AA_AS;1;1;1;1;1
ESC_WB0396AA_AS;1;1;1;1;1
ESC_WB0397AA_AS;1;1;1;1;1
ESC_WB0398AA_AS;1;1;.;1;1
ESC_WB0399AA_AS;1;1;1;1;1
